Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Tabasco,15 a 19 años,208660,105289,103371
Tabasco,20 a 24 años,188555,91925,96630
Tabasco,25 a 29 años,180324,85425,94899
Tabasco,30 a 34 años,181427,85667,95760
Tabasco,35 a 39 años,179476,84231,95245
Tabasco,40 a 44 años,167602,79123,88479
Tabasco,45 a 49 años,147298,70224,77074
Tabasco,50 a 54 años,130575,62842,67733
Tabasco,55 a 59 años,106647,51906,54741
Tabasco,60 a 64 años,84886,41416,43470
Tabasco,65 a 69 años,64809,31582,33227
Tabasco,70 a 74 años,41845,20321,21524
Tabasco,75 a 79 años,29521,14369,15152
Tabasco,80 a 84 años,18674,8952,9722
Tabasco,85 a 89 años,11315,5262,6053
Tabasco,90 a 94 años,4337,1957,2380
Tabasco,95 a 99 años,1677,697,980
Tabasco,100 años y más,461,184,277
Tabasco,No especificado,876,432,444
Tamaulipas,Total,3527735,1736140,1791595
Tamaulipas,0 a 4 años,271340,137176,134164
Tamaulipas,5 a 9 años,294344,149315,145029
Tamaulipas,10 a 14 años,305853,155866,149987
Tamaulipas,15 a 19 años,294950,149235,145715
Tamaulipas,20 a 24 años,284064,142117,141947
Tamaulipas,25 a 29 años,267261,131093,136168
Tamaulipas,30 a 34 años,256845,125288,131557
Tamaulipas,35 a 39 años,257220,125261,131959
Tamaulipas,40 a 44 años,248637,120639,127998
Tamaulipas,45 a 49 años,236202,115498,120704
Tamaulipas,50 a 54 años,211394,102541,108853
Tamaulipas,55 a 59 años,167744,81176,86568
Tamaulipas,60 a 64 años,139900,66775,73125
Tamaulipas,65 a 69 años,100333,47520,52813
Tamaulipas,70 a 74 años,73616,33955,39661
Tamaulipas,75 a 79 años,50993,23565,27428
Tamaulipas,80 a 84 años,33702,14783,18919
Tamaulipas,85 a 89 años,17930,7663,10267
Tamaulipas,90 a 94 años,7113,2796,4317
Tamaulipas,95 a 99 años,2287,912,1375
Tamaulipas,100 años y más,353,146,207
Tamaulipas,No especificado,5654,2820,2834
Tlaxcala,Total,1342977,649894,693083
Tlaxcala,0 a 4 años,110460,55685,54775
Tlaxcala,5 a 9 años,117738,59685,58053
Tlaxcala,10 a 14 años,119718,60747,58971
Tlaxcala,15 a 19 años,121207,61532,59675
Tlaxcala,20 a 24 años,113937,56738,57199
Tlaxcala,25 a 29 años,104758,50890,53868
Tlaxcala,30 a 34 años,96512,45384,51128
Tlaxcala,35 a 39 años,94896,43586,51310
Tlaxcala,40 a 44 años,89448,41550,47898
Tlaxcala,45 a 49 años,80395,37282,43113
Tlaxcala,50 a 54 años,70782,32540,38242
Tlaxcala,55 a 59 años,56315,26186,30129
Tlaxcala,60 a 64 años,46505,21684,24821
Tlaxcala,65 a 69 años,33958,15919,18039
Tlaxcala,70 a 74 años,24495,11325,13170
Tlaxcala,75 a 79 años,17367,8240,9127
Tlaxcala,80 a 84 años,11591,5335,6256
Tlaxcala,85 a 89 años,7325,3225,4100
Tlaxcala,90 a 94 años,3217,1353,1864
Tlaxcala,95 a 99 años,1231,532,699
Tlaxcala,100 años y más,197,57,140
Tlaxcala,No especificado,20925,10419,10506
Veracruz de Ignacio de la Llave,Total,8062579,3871774,4190805
Veracruz de Ignacio de la Llave,0 a 4 años,600253,303113,297140
Veracruz de Ignacio de la Llave,5 a 9 años,675182,342335,332847
Veracruz de Ignacio de la Llave,10 a 14 años,685468,347680,337788
Veracruz de Ignacio de la Llave,15 a 19 años,681548,344153,337395
Veracruz de Ignacio de la Llave,20 a 24 años,600394,292359,308035
Veracruz de Ignacio de la Llave,25 a 29 años,580421,272684,307737
Veracruz de Ignacio de la Llave,30 a 34 años,568121,263409,304712
Veracruz de Ignacio de la Llave,35 a 39 años,558791,258605,300186
Veracruz de Ignacio de la Llave,40 a 44 años,537667,247288,290379
Veracruz de Ignacio de la Llave,45 a 49 años,516152,240159,275993
Veracruz de Ignacio de la Llave,50 a 54 años,488510,227672,260838
Veracruz de Ignacio de la Llave,55 a 59 años,408710,192522,216188
Veracruz de Ignacio de la Llave,60 a 64 años,347850,162999,184851
Veracruz de Ignacio de la Llave,65 a 69 años,279233,130731,148502
Veracruz de Ignacio de la Llave,70 a 74 años,203156,95435,107721
Veracruz de Ignacio de la Llave,75 a 79 años,145737,68964,76773
Veracruz de Ignacio de la Llave,80 a 84 años,95232,43082,52150
Veracruz de Ignacio de la Llave,85 a 89 años,54398,23684,30714
Veracruz de Ignacio de la Llave,90 a 94 años,21825,9066,12759
Veracruz de Ignacio de la Llave,95 a 99 años,8304,3328,4976
Veracruz de Ignacio de la Llave,100 años y más,2157,799,1358
Veracruz de Ignacio de la Llave,No especificado,3470,1707,1763
Yucatán,Total,2320898,1140279,1180619
Yucatán,0 a 4 años,175986,89335,86651
Yucatán,5 a 9 años,186122,93902,92220
Yucatán,10 a 14 años,189137,95833,93304
Yucatán,15 a 19 años,196363,99417,96946
Yucatán,20 a 24 años,199525,100085,99440
Yucatán,25 a 29 años,190975,94526,96449
Yucatán,30 a 34 años,183035,89203,93832
Yucatán,35 a 39 años,174099,84877,89222
Yucatán,40 a 44 años,161231,77759,83472
Yucatán,45 a 49 años,146033,70247,75786
Yucatán,50 a 54 años,122358,57886,64472
Yucatán,55 a 59 años,103183,48826,54357
Yucatán,60 a 64 años,86773,40883,45890
Yucatán,65 a 69 años,72318,34270,38048
Yucatán,70 a 74 años,53224,25378,27846
Yucatán,75 a 79 años,35612,17163,18449
Yucatán,80 a 84 años,22476,10519,11957
Yucatán,85 a 89 años,12224,5530,6694
Yucatán,90 a 94 años,4647,2023,2624
Yucatán,95 a 99 años,1556,640,916
Yucatán,100 años y más,205,81,124
Yucatán,No especificado,3816,1896,1920
Zacatecas,Total,1622138,791058,831080
Zacatecas,0 a 4 años,151745,76563,75182
Zacatecas,5 a 9 años,155704,78441,77263
Zacatecas,10 a 14 años,151355,76912,74443
Zacatecas,15 a 19 años,141208,70860,70348
Zacatecas,20 a 24 años,130238,63289,66949
Zacatecas,25 a 29 años,117673,55905,61768
Zacatecas,30 a 34 años,114442,53586,60856
Zacatecas,35 a 39 años,104728,49653,55075
Zacatecas,40 a 44 años,102682,48739,53943
Zacatecas,45 a 49 años,95118,46099,49019
Zacatecas,50 a 54 años,86207,40965,45242
Zacatecas,55 a 59 años,69401,32945,36456
Zacatecas,60 a 64 años,58039,27708,30331
Zacatecas,65 a 69 años,44719,21507,23212
Zacatecas,70 a 74 años,35100,17080,18020
Zacatecas,75 a 79 años,26357,13015,13342
Zacatecas,80 a 84 años,18058,8641,9417
Zacatecas,85 a 89 años,10975,5233,5742
Zacatecas,90 a 94 años,4569,2160,2409
Zacatecas,95 a 99 años,1723,738,985
Zacatecas,100 años y más,239,102,137
Zacatecas,No especificado,1858,917,941
