Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Chihuahua,65 a 69 años,68809,32811,35998
Chihuahua,70 a 74 años,54419,26273,28146
Chihuahua,75 a 79 años,34386,16544,17842
Chihuahua,80 a 84 años,20704,9435,11269
Chihuahua,85 a 89 años,10184,4404,5780
Chihuahua,90 a 94 años,3294,1383,1911
Chihuahua,95 a 99 años,1101,428,673
Chihuahua,100 años y más,286,113,173
Chihuahua,No especificado,103540,51770,51770
Ciudad de México,Total,8851080,4233783,4617297
Ciudad de México,0 a 4 años,618245,314701,303544
Ciudad de México,5 a 9 años,658948,334885,324063
Ciudad de México,10 a 14 años,660345,334674,325671
Ciudad de México,15 a 19 años,723372,363265,360107
Ciudad de México,20 a 24 años,753404,372368,381036
Ciudad de México,25 a 29 años,726696,352969,373727
Ciudad de México,30 a 34 años,702642,335988,366654
Ciudad de México,35 a 39 años,722214,341865,380349
Ciudad de México,40 a 44 años,629563,295151,334412
Ciudad de México,45 a 49 años,555481,256078,299403
Ciudad de México,50 a 54 años,506310,230325,275985
Ciudad de México,55 a 59 años,392186,179065,213121
Ciudad de México,60 a 64 años,315793,141010,174783
Ciudad de México,65 a 69 años,227625,99910,127715
Ciudad de México,70 a 74 años,179329,75227,104102
Ciudad de México,75 a 79 años,124499,50795,73704
Ciudad de México,80 a 84 años,85121,32012,53109
Ciudad de México,85 a 89 años,47170,17062,30108
Ciudad de México,90 a 94 años,17225,5529,11696
Ciudad de México,95 a 99 años,5797,1688,4109
Ciudad de México,100 años y más,1089,321,768
Ciudad de México,No especificado,198026,98895,99131
Durango,Total,1632934,803890,829044
Durango,0 a 4 años,161700,82046,79654
Durango,5 a 9 años,166853,84823,82030
Durango,10 a 14 años,167180,84969,82211
Durango,15 a 19 años,166366,84036,82330
Durango,20 a 24 años,143377,70380,72997
Durango,25 a 29 años,117714,56978,60736
Durango,30 a 34 años,115294,55171,60123
Durango,35 a 39 años,112837,54244,58593
Durango,40 a 44 años,96859,46107,50752
Durango,45 a 49 años,82516,38967,43549
Durango,50 a 54 años,70274,33322,36952
Durango,55 a 59 años,53875,26022,27853
Durango,60 a 64 años,44693,21418,23275
Durango,65 a 69 años,34601,16948,17653
Durango,70 a 74 años,29733,14618,15115
Durango,75 a 79 años,19595,9739,9856
Durango,80 a 84 años,12039,5751,6288
Durango,85 a 89 años,6079,2885,3194
Durango,90 a 94 años,1953,843,1110
Durango,95 a 99 años,753,336,417
Durango,100 años y más,235,84,151
Durango,No especificado,28408,14203,14205
Guanajuato,Total,5486372,2639425,2846947
Guanajuato,0 a 4 años,547466,277260,270206
Guanajuato,5 a 9 años,579121,293697,285424
Guanajuato,10 a 14 años,580600,293612,286988
Guanajuato,15 a 19 años,570965,281501,289464
Guanajuato,20 a 24 años,493167,230992,262175
Guanajuato,25 a 29 años,425291,196248,229043
Guanajuato,30 a 34 años,407712,187888,219824
Guanajuato,35 a 39 años,387687,181162,206525
Guanajuato,40 a 44 años,324654,150828,173826
Guanajuato,45 a 49 años,266465,123887,142578
Guanajuato,50 a 54 años,225760,105052,120708
Guanajuato,55 a 59 años,174400,82431,91969
Guanajuato,60 a 64 años,140229,65751,74478
Guanajuato,65 a 69 años,105229,49694,55535
Guanajuato,70 a 74 años,86650,40438,46212
Guanajuato,75 a 79 años,60341,28292,32049
Guanajuato,80 a 84 años,42362,19159,23203
Guanajuato,85 a 89 años,24163,10738,13425
Guanajuato,90 a 94 años,8603,3616,4987
Guanajuato,95 a 99 años,3588,1403,2185
Guanajuato,100 años y más,766,276,490
Guanajuato,No especificado,31153,15500,15653
Guerrero,Total,3388768,1645561,1743207
Guerrero,0 a 4 años,353009,179246,173763
Guerrero,5 a 9 años,378197,191053,187144
Guerrero,10 a 14 años,393378,198888,194490
Guerrero,15 a 19 años,372191,184645,187546
Guerrero,20 a 24 años,290684,137993,152691
Guerrero,25 a 29 años,237815,111428,126387
Guerrero,30 a 34 años,223482,104473,119009
Guerrero,35 a 39 años,211923,99320,112603
Guerrero,40 a 44 años,178482,83944,94538
Guerrero,45 a 49 años,158413,73976,84437
Guerrero,50 a 54 años,137260,64884,72376
Guerrero,55 a 59 años,110858,53232,57626
Guerrero,60 a 64 años,89041,42136,46905
Guerrero,65 a 69 años,72733,33837,38896
Guerrero,70 a 74 años,66668,31228,35440
Guerrero,75 a 79 años,43749,20709,23040
Guerrero,80 a 84 años,26491,12278,14213
Guerrero,85 a 89 años,14892,6809,8083
Guerrero,90 a 94 años,5898,2667,3231
Guerrero,95 a 99 años,2810,1244,1566
Guerrero,100 años y más,1186,505,681
Guerrero,No especificado,19608,11066,8542
Hidalgo,Total,2665018,1285222,1379796
Hidalgo,0 a 4 años,255202,129514,125688
Hidalgo,5 a 9 años,271181,137456,133725
Hidalgo,10 a 14 años,263026,133304,129722
Hidalgo,15 a 19 años,269602,134493,135109
Hidalgo,20 a 24 años,226170,106172,119998
Hidalgo,25 a 29 años,201034,91783,109251
Hidalgo,30 a 34 años,197047,90262,106785
Hidalgo,35 a 39 años,191131,88478,102653
Hidalgo,40 a 44 años,162857,76199,86658
Hidalgo,45 a 49 años,140325,65837,74488
Hidalgo,50 a 54 años,120304,57248,63056
Hidalgo,55 a 59 años,95265,46282,48983
Hidalgo,60 a 64 años,74476,35915,38561
Hidalgo,65 a 69 años,57669,27765,29904
Hidalgo,70 a 74 años,48068,22456,25612
Hidalgo,75 a 79 años,31279,14642,16637
Hidalgo,80 a 84 años,19997,8912,11085
Hidalgo,85 a 89 años,12043,5139,6904
Hidalgo,90 a 94 años,4577,1862,2715
Hidalgo,95 a 99 años,1952,716,1236
Hidalgo,100 años y más,654,235,419
Hidalgo,No especificado,21159,10552,10607
Jalisco,Total,7350682,3600641,3750041
Jalisco,0 a 4 años,694948,353751,341197
Jalisco,5 a 9 años,727075,369308,357767
Jalisco,10 a 14 años,714393,362097,352296
Jalisco,15 a 19 años,715003,360175,354828
Jalisco,20 a 24 años,669088,329145,339943
Jalisco,25 a 29 años,592033,287723,304310
Jalisco,30 a 34 años,548117,263140,284977
Jalisco,35 a 39 años,535234,258270,276964
Jalisco,40 a 44 años,446601,213669,232932
Jalisco,45 a 49 años,371541,175474,196067
Jalisco,50 a 54 años,324277,152109,172168
Jalisco,55 a 59 años,254380,120383,133997
Jalisco,60 a 64 años,210465,99337,111128
Jalisco,65 a 69 años,155337,73976,81361
Jalisco,70 a 74 años,118204,55172,63032
Jalisco,75 a 79 años,80747,37383,43364
Jalisco,80 a 84 años,53964,23768,30196
Jalisco,85 a 89 años,32720,14255,18465
Jalisco,90 a 94 años,13596,5628,7968
Jalisco,95 a 99 años,5206,2133,3073
Jalisco,100 años y más,1084,415,669
Jalisco,No especificado,86669,43330,43339
México,Total,15175862,7396986,7778876
México,0 a 4 años,1426612,723127,703485
México,5 a 9 años,1498274,760231,738043
México,10 a 14 años,1429028,723622,705406
México,15 a 19 años,1467148,734320,732828
México,20 a 24 años,1364380,668827,695553
México,25 a 29 años,1233854,591831,642023
México,30 a 34 años,1198515,565928,632587
México,35 a 39 años,1193988,566526,627462
México,40 a 44 años,1003492,478370,525122
México,45 a 49 años,831164,395154,436010
México,50 a 54 años,695328,329825,365503
México,55 a 59 años,509884,244538,265346
México,60 a 64 años,392349,185672,206677
México,65 a 69 años,270138,126755,143383
México,70 a 74 años,200542,91438,109104
México,75 a 79 años,129423,58326,71097
México,80 a 84 años,78893,33293,45600
México,85 a 89 años,44498,17985,26513
México,90 a 94 años,14612,5459,9153
México,95 a 99 años,5814,1925,3889
México,100 años y más,1378,424,954
México,No especificado,186548,93410,93138
Michoacán de Ocampo,Total,4351037,2102109,2248928
Michoacán de Ocampo,0 a 4 años,425698,215617,210081
Michoacán de Ocampo,5 a 9 años,434860,220017,214843
Michoacán de Ocampo,10 a 14 años,443721,223553,220168
Michoacán de Ocampo,15 a 19 años,453827,224452,229375
Michoacán de Ocampo,20 a 24 años,392338,185190,207148
Michoacán de Ocampo,25 a 29 años,322064,150160,171904
Michoacán de Ocampo,30 a 34 años,303108,141058,162050
Michoacán de Ocampo,35 a 39 años,290448,136834,153614
Michoacán de Ocampo,40 a 44 años,247704,115521,132183
Michoacán de Ocampo,45 a 49 años,212627,99106,113521
Michoacán de Ocampo,50 a 54 años,188305,88214,100091
Michoacán de Ocampo,55 a 59 años,147873,71049,76824
Michoacán de Ocampo,60 a 64 años,122951,58031,64920
Michoacán de Ocampo,65 a 69 años,96347,45789,50558
Michoacán de Ocampo,70 a 74 años,83990,39343,44647
Michoacán de Ocampo,75 a 79 años,58813,28096,30717
Michoacán de Ocampo,80 a 84 años,40032,18583,21449
Michoacán de Ocampo,85 a 89 años,23160,10696,12464
Michoacán de Ocampo,90 a 94 años,8949,4017,4932
Michoacán de Ocampo,95 a 99 años,3839,1652,2187
Michoacán de Ocampo,100 años y más,1046,451,595
Michoacán de Ocampo,No especificado,49337,24680,24657
Morelos,Total,1777227,858588,918639
Morelos,0 a 4 años,155669,79434,76235
Morelos,5 a 9 años,166908,85100,81808
Morelos,10 a 14 años,167487,84822,82665
Morelos,15 a 19 años,175625,87725,87900
Morelos,20 a 24 años,155671,75194,80477
Morelos,25 a 29 años,133544,62528,71016
Morelos,30 a 34 años,128812,59712,69100
Morelos,35 a 39 años,129072,59870,69202
Morelos,40 a 44 años,111381,51504,59877
Morelos,45 a 49 años,97105,45411,51694
Morelos,50 a 54 años,86282,40293,45989
Morelos,55 a 59 años,66904,31856,35048
Morelos,60 a 64 años,53604,25556,28048
Morelos,65 a 69 años,40104,18850,21254
Morelos,70 a 74 años,32988,15169,17819
Morelos,75 a 79 años,23535,10876,12659
Morelos,80 a 84 años,14917,6621,8296
Morelos,85 a 89 años,8567,3862,4705
Morelos,90 a 94 años,2702,1147,1555
Morelos,95 a 99 años,1134,464,670
Morelos,100 años y más,327,136,191
Morelos,No especificado,24889,12458,12431
Nayarit,Total,1084979,541007,543972
Nayarit,0 a 4 años,106044,54138,51906
Nayarit,5 a 9 años,104943,53253,51690
Nayarit,10 a 14 años,104308,53367,50941
Nayarit,15 a 19 años,107191,54204,52987
Nayarit,20 a 24 años,96693,48059,48634
Nayarit,25 a 29 años,82067,40065,42002
Nayarit,30 a 34 años,79520,38922,40598
Nayarit,35 a 39 años,78128,38953,39175
Nayarit,40 a 44 años,64675,31810,32865
Nayarit,45 a 49 años,55916,27147,28769
Nayarit,50 a 54 años,48769,23609,25160
Nayarit,55 a 59 años,39899,19693,20206
Nayarit,60 a 64 años,32069,15866,16203
Nayarit,65 a 69 años,25368,12694,12674
Nayarit,70 a 74 años,21066,10519,10547
Nayarit,75 a 79 años,13928,7002,6926
Nayarit,80 a 84 años,8690,4150,4540
Nayarit,85 a 89 años,5111,2390,2721
Nayarit,90 a 94 años,2113,944,1169
Nayarit,95 a 99 años,799,368,431
Nayarit,100 años y más,247,134,113
Nayarit,No especificado,7435,3720,3715
Nuevo León,Total,4653458,2320185,2333273
Nuevo León,0 a 4 años,413360,210075,203285
Nuevo León,5 a 9 años,430525,219102,211423
Nuevo León,10 a 14 años,415368,211365,204003
Nuevo León,15 a 19 años,406428,205518,200910
Nuevo León,20 a 24 años,401723,202766,198957
Nuevo León,25 a 29 años,384086,192963,191123
Nuevo León,30 a 34 años,383736,191204,192532
Nuevo León,35 a 39 años,383357,191768,191589
Nuevo León,40 a 44 años,321008,159078,161930
Nuevo León,45 a 49 años,260606,128429,132177
Nuevo León,50 a 54 años,220801,107080,113721
Nuevo León,55 a 59 años,162140,78944,83196
Nuevo León,60 a 64 años,132607,63516,69091
Nuevo León,65 a 69 años,96803,46293,50510
Nuevo León,70 a 74 años,75631,35695,39936
Nuevo León,75 a 79 años,48049,22136,25913
Nuevo León,80 a 84 años,30455,13075,17380
Nuevo León,85 a 89 años,16005,6629,9376
Nuevo León,90 a 94 años,5394,2066,3328
Nuevo León,95 a 99 años,1874,695,1179
Nuevo León,100 años y más,460,172,288
Nuevo León,No especificado,63042,31616,31426
Oaxaca,Total,3801962,1819008,1982954
Oaxaca,0 a 4 años,373371,189157,184214
Oaxaca,5 a 9 años,399632,201833,197799
Oaxaca,10 a 14 años,414392,209447,204945
Oaxaca,15 a 19 años,406873,200381,206492
Oaxaca,20 a 24 años,313523,145055,168468
Oaxaca,25 a 29 años,268969,122545,146424
Oaxaca,30 a 34 años,259112,117774,141338
Oaxaca,35 a 39 años,244019,112008,132011
Oaxaca,40 a 44 años,208666,96524,112142
Oaxaca,45 a 49 años,187021,86487,100534
Oaxaca,50 a 54 años,163536,75664,87872
Oaxaca,55 a 59 años,134078,63189,70889
Oaxaca,60 a 64 años,110092,51536,58556
Oaxaca,65 a 69 años,90363,41593,48770
Oaxaca,70 a 74 años,80884,37246,43638
Oaxaca,75 a 79 años,55599,26055,29544
Oaxaca,80 a 84 años,35768,16415,19353
Oaxaca,85 a 89 años,21170,9631,11539
Oaxaca,90 a 94 años,7840,3481,4359
Oaxaca,95 a 99 años,3406,1401,2005
Oaxaca,100 años y más,1047,407,640
Oaxaca,No especificado,22601,11179,11422
Puebla,Total,5779829,2769855,3009974
Puebla,0 a 4 años,574513,291584,282929
Puebla,5 a 9 años,620386,314122,306264
Puebla,10 a 14 años,604845,305657,299188
Puebla,15 a 19 años,604094,299098,304996
Puebla,20 a 24 años,511685,241187,270498
Puebla,25 a 29 años,441558,203626,237932
Puebla,30 a 34 años,420492,192949,227543
Puebla,35 a 39 años,394961,182690,212271
Puebla,40 a 44 años,328556,151228,177328
Puebla,45 a 49 años,279425,129308,150117
Puebla,50 a 54 años,240020,110377,129643
Puebla,55 a 59 años,188919,88207,100712
Puebla,60 a 64 años,150565,69041,81524
Puebla,65 a 69 años,115990,53384,62606
Puebla,70 a 74 años,96685,43408,53277
Puebla,75 a 79 años,67019,30238,36781
Puebla,80 a 84 años,43367,18969,24398
Puebla,85 a 89 años,26380,11168,15212
Puebla,90 a 94 años,9528,3906,5622
Puebla,95 a 99 años,3845,1413,2432
Puebla,100 años y más,1057,329,728
Puebla,No especificado,55939,27966,27973
Querétaro,Total,1827937,887188,940749
Querétaro,0 a 4 años,178916,90972,87944
Querétaro,5 a 9 años,183541,93230,90311
Querétaro,10 a 14 años,182608,92453,90155
Querétaro,15 a 19 años,187241,92904,94337
Querétaro,20 a 24 años,168520,80717,87803
Querétaro,25 a 29 años,153300,72317,80983
Querétaro,30 a 34 años,145169,68081,77088
Querétaro,35 a 39 años,138438,65728,72710
Querétaro,40 a 44 años,114275,53763,60512
Querétaro,45 a 49 años,93449,44472,48977
Querétaro,50 a 54 años,76870,36628,40242
Querétaro,55 a 59 años,56288,26912,29376
Querétaro,60 a 64 años,42991,20110,22881
Querétaro,65 a 69 años,31562,14757,16805
Querétaro,70 a 74 años,24701,11421,13280
Querétaro,75 a 79 años,16494,7562,8932
Querétaro,80 a 84 años,10760,4641,6119
Querétaro,85 a 89 años,6400,2751,3649
Querétaro,90 a 94 años,2344,914,1430
Querétaro,95 a 99 años,922,303,619
Querétaro,100 años y más,207,70,137
Querétaro,No especificado,12941,6482,6459
Quintana Roo,Total,1325578,673220,652358
Quintana Roo,0 a 4 años,133228,67703,65525
Quintana Roo,5 a 9 años,126996,64151,62845
Quintana Roo,10 a 14 años,121308,61790,59518
Quintana Roo,15 a 19 años,128650,65411,63239
Quintana Roo,20 a 24 años,135549,68519,67030
Quintana Roo,25 a 29 años,130616,65694,64922
Quintana Roo,30 a 34 años,120654,60588,60066
Quintana Roo,35 a 39 años,111169,56596,54573
Quintana Roo,40 a 44 años,86941,44886,42055
Quintana Roo,45 a 49 años,64630,33236,31394
Quintana Roo,50 a 54 años,48629,24865,23764
Quintana Roo,55 a 59 años,34052,17591,16461
Quintana Roo,60 a 64 años,24478,12373,12105
Quintana Roo,65 a 69 años,15430,7924,7506
Quintana Roo,70 a 74 años,10761,5469,5292
Quintana Roo,75 a 79 años,6453,3276,3177
Quintana Roo,80 a 84 años,3639,1831,1808
Quintana Roo,85 a 89 años,2070,1048,1022
Quintana Roo,90 a 94 años,761,387,374
Quintana Roo,95 a 99 años,297,152,145
Quintana Roo,100 años y más,76,43,33
Quintana Roo,No especificado,19191,9687,9504
San Luis Potosí,Total,2585518,1260366,1325152
San Luis Potosí,0 a 4 años,247057,125473,121584
San Luis Potosí,5 a 9 años,268914,136027,132887
San Luis Potosí,10 a 14 años,270154,136835,133319
San Luis Potosí,15 a 19 años,269673,135204,134469
San Luis Potosí,20 a 24 años,219720,105606,114114
San Luis Potosí,25 a 29 años,189105,88319,100786
San Luis Potosí,30 a 34 años,180250,84440,95810
San Luis Potosí,35 a 39 años,175642,82850,92792
San Luis Potosí,40 a 44 años,152372,71817,80555
San Luis Potosí,45 a 49 años,131221,61913,69308
San Luis Potosí,50 a 54 años,112519,53592,58927
San Luis Potosí,55 a 59 años,87476,42563,44913
San Luis Potosí,60 a 64 años,72960,34958,38002
San Luis Potosí,65 a 69 años,56671,27526,29145
San Luis Potosí,70 a 74 años,50213,24200,26013
San Luis Potosí,75 a 79 años,34695,16937,17758
San Luis Potosí,80 a 84 años,23325,11118,12207
San Luis Potosí,85 a 89 años,13437,6316,7121
San Luis Potosí,90 a 94 años,4303,1915,2388
San Luis Potosí,95 a 99 años,1824,787,1037
San Luis Potosí,100 años y más,548,205,343
San Luis Potosí,No especificado,23439,11765,11674
Sinaloa,Total,2767761,1376201,1391560
Sinaloa,0 a 4 años,252443,128664,123779
Sinaloa,5 a 9 años,264538,134710,129828
Sinaloa,10 a 14 años,270555,137580,132975
Sinaloa,15 a 19 años,275540,139206,136334
Sinaloa,20 a 24 años,242907,121634,121273
Sinaloa,25 a 29 años,207840,102082,105758
Sinaloa,30 a 34 años,207002,101645,105357
Sinaloa,35 a 39 años,207622,102184,105438
Sinaloa,40 a 44 años,176453,86505,89948
Sinaloa,45 a 49 años,149915,72394,77521
Sinaloa,50 a 54 años,131472,63091,68381
Sinaloa,55 a 59 años,103936,51030,52906
Sinaloa,60 a 64 años,83594,41082,42512
Sinaloa,65 a 69 años,64032,31842,32190
Sinaloa,70 a 74 años,51023,25289,25734
