Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Sinaloa,30 a 34 años,143223,68835,74388
Sinaloa,35 a 39 años,122698,60397,62301
Sinaloa,40 a 44 años,96614,48726,47888
Sinaloa,45 a 49 años,81853,42140,39713
Sinaloa,50 a 54 años,65843,33749,32094
Sinaloa,55 a 59 años,50913,26374,24539
Sinaloa,60 a 64 años,41621,21257,20364
Sinaloa,65 a 69 años,31281,15954,15327
Sinaloa,70 a 74 años,23040,11463,11577
Sinaloa,75 a 79 años,15816,7961,7855
Sinaloa,80 a 84 años,9823,4547,5276
Sinaloa,85 a 89 años,5042,2268,2774
Sinaloa,90 a 94 años,2127,941,1186
Sinaloa,95 a 99 años,868,386,482
Sinaloa,100 años y más,470,182,288
Sinaloa,No especificado,12292,6073,6219
Sonora,Total,1823606,915088,908518
Sonora,0 a 4 años,213464,108387,105077
Sonora,5 a 9 años,216768,109677,107091
Sonora,10 a 14 años,222345,111941,110404
Sonora,15 a 19 años,217889,110096,107793
Sonora,20 a 24 años,181031,90097,90934
Sonora,25 a 29 años,150981,73717,77264
Sonora,30 a 34 años,133308,65544,67764
Sonora,35 a 39 años,108248,54143,54105
Sonora,40 a 44 años,82200,41561,40639
Sonora,45 a 49 años,69626,35133,34493
Sonora,50 a 54 años,58365,29626,28739
Sonora,55 a 59 años,45439,23373,22066
Sonora,60 a 64 años,36806,18600,18206
Sonora,65 a 69 años,27864,14377,13487
Sonora,70 a 74 años,19091,9514,9577
Sonora,75 a 79 años,12855,6303,6552
Sonora,80 a 84 años,7421,3433,3988
Sonora,85 a 89 años,3769,1685,2084
Sonora,90 a 94 años,1335,548,787
Sonora,95 a 99 años,473,186,287
Sonora,100 años y más,249,93,156
Sonora,No especificado,14079,7054,7025
Tabasco,Total,1501744,749982,751762
Tabasco,0 a 4 años,208115,104972,103143
Tabasco,5 a 9 años,216441,108915,107526
Tabasco,10 a 14 años,206256,103535,102721
Tabasco,15 a 19 años,176664,86746,89918
Tabasco,20 a 24 años,144409,69672,74737
Tabasco,25 a 29 años,121375,59055,62320
Tabasco,30 a 34 años,96541,47742,48799
Tabasco,35 a 39 años,84135,42114,42021
Tabasco,40 a 44 años,57204,29056,28148
Tabasco,45 a 49 años,48189,24496,23693
Tabasco,50 a 54 años,37849,19474,18375
Tabasco,55 a 59 años,29098,15182,13916
Tabasco,60 a 64 años,23288,12094,11194
Tabasco,65 a 69 años,15455,7991,7464
Tabasco,70 a 74 años,11589,6160,5429
Tabasco,75 a 79 años,7825,4093,3732
Tabasco,80 a 84 años,5634,2888,2746
Tabasco,85 a 89 años,3210,1667,1543
Tabasco,90 a 94 años,1601,793,808
Tabasco,95 a 99 años,847,411,436
Tabasco,100 años y más,612,250,362
Tabasco,No especificado,5407,2676,2731
Tamaulipas,Total,2249581,1111698,1137883
Tamaulipas,0 a 4 años,256810,130667,126143
Tamaulipas,5 a 9 años,260284,132176,128108
Tamaulipas,10 a 14 años,268815,135450,133365
Tamaulipas,15 a 19 años,273793,136022,137771
Tamaulipas,20 a 24 años,231171,112132,119039
Tamaulipas,25 a 29 años,188111,91069,97042
Tamaulipas,30 a 34 años,157309,76115,81194
Tamaulipas,35 a 39 años,127147,61796,65351
Tamaulipas,40 a 44 años,100806,48771,52035
Tamaulipas,45 a 49 años,87714,43149,44565
Tamaulipas,50 a 54 años,74561,36189,38372
Tamaulipas,55 a 59 años,59066,29068,29998
Tamaulipas,60 a 64 años,48780,23683,25097
Tamaulipas,65 a 69 años,35940,17599,18341
Tamaulipas,70 a 74 años,21998,10647,11351
Tamaulipas,75 a 79 años,17318,8237,9081
Tamaulipas,80 a 84 años,11754,5450,6304
Tamaulipas,85 a 89 años,6873,3203,3670
Tamaulipas,90 a 94 años,2163,949,1214
Tamaulipas,95 a 99 años,806,324,482
Tamaulipas,100 años y más,346,136,210
Tamaulipas,No especificado,18016,8866,9150
Tlaxcala,Total,761277,375130,386147
Tlaxcala,0 a 4 años,98004,49841,48163
Tlaxcala,5 a 9 años,107483,53958,53525
Tlaxcala,10 a 14 años,104575,52735,51840
Tlaxcala,15 a 19 años,89788,44518,45270
Tlaxcala,20 a 24 años,71689,34424,37265
Tlaxcala,25 a 29 años,57606,27447,30159
Tlaxcala,30 a 34 años,48100,22925,25175
Tlaxcala,35 a 39 años,39473,19043,20430
Tlaxcala,40 a 44 años,29399,14427,14972
Tlaxcala,45 a 49 años,25549,12476,13073
Tlaxcala,50 a 54 años,20869,10037,10832
Tlaxcala,55 a 59 años,17599,8478,9121
Tlaxcala,60 a 64 años,14949,7334,7615
Tlaxcala,65 a 69 años,12043,5870,6173
Tlaxcala,70 a 74 años,8284,4012,4272
Tlaxcala,75 a 79 años,6354,3203,3151
Tlaxcala,80 a 84 años,4143,1991,2152
Tlaxcala,85 a 89 años,2832,1296,1536
Tlaxcala,90 a 94 años,985,467,518
Tlaxcala,95 a 99 años,530,195,335
Tlaxcala,100 años y más,176,53,123
Tlaxcala,No especificado,847,400,447
Veracruz de Ignacio de la Llave,Total,6228239,3077427,3150812
Veracruz de Ignacio de la Llave,0 a 4 años,777420,393484,383936
Veracruz de Ignacio de la Llave,5 a 9 años,821633,416819,404814
Veracruz de Ignacio de la Llave,10 a 14 años,795938,401438,394500
Veracruz de Ignacio de la Llave,15 a 19 años,715415,356386,359029
Veracruz de Ignacio de la Llave,20 a 24 años,589326,284723,304603
Veracruz de Ignacio de la Llave,25 a 29 años,485425,233676,251749
Veracruz de Ignacio de la Llave,30 a 34 años,405322,195773,209549
Veracruz de Ignacio de la Llave,35 a 39 años,361668,174334,187334
Veracruz de Ignacio de la Llave,40 a 44 años,276466,135545,140921
Veracruz de Ignacio de la Llave,45 a 49 años,240187,118069,122118
Veracruz de Ignacio de la Llave,50 a 54 años,194181,95161,99020
Veracruz de Ignacio de la Llave,55 a 59 años,152200,74293,77907
Veracruz de Ignacio de la Llave,60 a 64 años,127548,61852,65696
Veracruz de Ignacio de la Llave,65 a 69 años,90139,43691,46448
Veracruz de Ignacio de la Llave,70 a 74 años,63720,30885,32835
Veracruz de Ignacio de la Llave,75 a 79 años,44526,21258,23268
Veracruz de Ignacio de la Llave,80 a 84 años,29753,13525,16228
Veracruz de Ignacio de la Llave,85 a 89 años,16879,7679,9200
Veracruz de Ignacio de la Llave,90 a 94 años,7843,3421,4422
Veracruz de Ignacio de la Llave,95 a 99 años,3614,1521,2093
Veracruz de Ignacio de la Llave,100 años y más,2389,925,1464
Veracruz de Ignacio de la Llave,No especificado,26647,12969,13678
Yucatán,Total,1362940,673892,689048
Yucatán,0 a 4 años,170427,86107,84320
Yucatán,5 a 9 años,174028,88058,85970
Yucatán,10 a 14 años,169408,85649,83759
Yucatán,15 a 19 años,155653,76134,79519
Yucatán,20 a 24 años,121572,58580,62992
Yucatán,25 a 29 años,100526,48128,52398
Yucatán,30 a 34 años,86739,42043,44696
Yucatán,35 a 39 años,79634,38481,41153
Yucatán,40 a 44 años,64275,31759,32516
Yucatán,45 a 49 años,52521,25916,26605
Yucatán,50 a 54 años,42970,21001,21969
Yucatán,55 a 59 años,34702,16975,17727
Yucatán,60 a 64 años,30299,14800,15499
Yucatán,65 a 69 años,25855,12918,12937
Yucatán,70 a 74 años,20263,10390,9873
Yucatán,75 a 79 años,13802,7123,6679
Yucatán,80 a 84 años,8704,4298,4406
Yucatán,85 a 89 años,4899,2379,2520
Yucatán,90 a 94 años,1736,792,944
Yucatán,95 a 99 años,655,298,357
Yucatán,100 años y más,192,80,112
Yucatán,No especificado,4080,1983,2097
Zacatecas,Total,1276323,623663,652660
Zacatecas,0 a 4 años,172330,87473,84857
Zacatecas,5 a 9 años,176489,89374,87115
Zacatecas,10 a 14 años,184782,92729,92053
Zacatecas,15 a 19 años,158599,77277,81322
Zacatecas,20 a 24 años,114990,52525,62465
Zacatecas,25 a 29 años,84807,38980,45827
Zacatecas,30 a 34 años,70196,32770,37426
Zacatecas,35 a 39 años,58426,27669,30757
Zacatecas,40 a 44 años,48332,22993,25339
Zacatecas,45 a 49 años,44527,21422,23105
Zacatecas,50 a 54 años,37307,17986,19321
Zacatecas,55 a 59 años,31117,15436,15681
Zacatecas,60 a 64 años,27796,13843,13953
Zacatecas,65 a 69 años,20901,10476,10425
Zacatecas,70 a 74 años,14244,7124,7120
Zacatecas,75 a 79 años,11582,5862,5720
Zacatecas,80 a 84 años,8790,4280,4510
Zacatecas,85 a 89 años,5132,2623,2509
Zacatecas,90 a 94 años,1915,903,1012
Zacatecas,95 a 99 años,693,322,371
Zacatecas,100 años y más,273,100,173
Zacatecas,No especificado,3095,1496,1599
