Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Chihuahua,45 a 49 años,110031,53545,56486
Chihuahua,50 a 54 años,93325,45975,47350
Chihuahua,55 a 59 años,74656,36676,37980
Chihuahua,60 a 64 años,63150,31027,32123
Chihuahua,65 a 69 años,45828,22185,23643
Chihuahua,70 a 74 años,32628,16266,16362
Chihuahua,75 a 79 años,19503,9418,10085
Chihuahua,80 a 84 años,12527,5836,6691
Chihuahua,85 a 89 años,7069,3174,3895
Chihuahua,90 a 94 años,2387,1033,1354
Chihuahua,95 a 99 años,988,428,560
Chihuahua,100 años y más,218,90,128
Chihuahua,No especificado,8612,4416,4196
Ciudad de México,Total,8489007,4075902,4413105
Ciudad de México,0 a 4 años,780705,397471,383234
Ciudad de México,5 a 9 años,785466,399659,385807
Ciudad de México,10 a 14 años,781808,394202,387606
Ciudad de México,15 a 19 años,848416,412443,435973
Ciudad de México,20 a 24 años,964075,464586,499489
Ciudad de México,25 a 29 años,826960,398800,428160
Ciudad de México,30 a 34 años,725263,343863,381400
Ciudad de México,35 a 39 años,643428,303002,340426
Ciudad de México,40 a 44 años,499935,236398,263537
Ciudad de México,45 a 49 años,402093,188011,214082
Ciudad de México,50 a 54 años,325253,151341,173912
Ciudad de México,55 a 59 años,235829,106781,129048
Ciudad de México,60 a 64 años,212782,92245,120537
Ciudad de México,65 a 69 años,158713,66784,91929
Ciudad de México,70 a 74 años,119920,50741,69179
Ciudad de México,75 a 79 años,71291,29171,42120
Ciudad de México,80 a 84 años,46687,17256,29431
Ciudad de México,85 a 89 años,26414,9414,17000
Ciudad de México,90 a 94 años,10508,3492,7016
Ciudad de México,95 a 99 años,4126,1269,2857
Ciudad de México,100 años y más,685,186,499
Ciudad de México,No especificado,18650,8787,9863
Durango,Total,1431748,709268,722480
Durango,0 a 4 años,175246,89065,86181
Durango,5 a 9 años,180229,91542,88687
Durango,10 a 14 años,175910,89312,86598
Durango,15 a 19 años,165403,83030,82373
Durango,20 a 24 años,140244,68068,72176
Durango,25 a 29 años,109163,51815,57348
Durango,30 a 34 años,95654,45515,50139
Durango,35 a 39 años,83865,40309,43556
Durango,40 a 44 años,64382,31247,33135
Durango,45 a 49 años,54268,26415,27853
Durango,50 a 54 años,45710,22699,23011
Durango,55 a 59 años,37306,18511,18795
Durango,60 a 64 años,33863,16789,17074
Durango,65 a 69 años,24605,12220,12385
Durango,70 a 74 años,17811,9022,8789
Durango,75 a 79 años,10563,5306,5257
Durango,80 a 84 años,7168,3453,3715
Durango,85 a 89 años,4640,2213,2427
Durango,90 a 94 años,1612,762,850
Durango,95 a 99 años,692,303,389
Durango,100 años y más,189,59,130
Durango,No especificado,3225,1613,1612
Guanajuato,Total,4406568,2139104,2267464
Guanajuato,0 a 4 años,561702,284585,277117
Guanajuato,5 a 9 años,561618,284373,277245
Guanajuato,10 a 14 años,557242,280314,276928
Guanajuato,15 a 19 años,513332,248784,264548
Guanajuato,20 a 24 años,443945,204358,239587
Guanajuato,25 a 29 años,345170,159824,185346
Guanajuato,30 a 34 años,292316,136510,155806
Guanajuato,35 a 39 años,255552,121364,134188
Guanajuato,40 a 44 años,196209,94705,101504
Guanajuato,45 a 49 años,157073,75860,81213
Guanajuato,50 a 54 años,127784,61421,66363
Guanajuato,55 a 59 años,96922,46387,50535
Guanajuato,60 a 64 años,90404,42947,47457
Guanajuato,65 a 69 años,67006,31703,35303
Guanajuato,70 a 74 años,53790,26018,27772
Guanajuato,75 a 79 años,31365,14860,16505
Guanajuato,80 a 84 años,23999,10900,13099
Guanajuato,85 a 89 años,14196,6651,7545
Guanajuato,90 a 94 años,6241,2787,3454
Guanajuato,95 a 99 años,2681,1132,1549
Guanajuato,100 años y más,551,174,377
Guanajuato,No especificado,7470,3447,4023
Guerrero,Total,2916567,1433417,1483150
Guerrero,0 a 4 años,388050,197290,190760
Guerrero,5 a 9 años,399798,202850,196948
Guerrero,10 a 14 años,387415,196670,190745
Guerrero,15 a 19 años,336443,166520,169923
Guerrero,20 a 24 años,265340,126456,138884
Guerrero,25 a 29 años,205582,96854,108728
Guerrero,30 a 34 años,177944,84143,93801
Guerrero,35 a 39 años,165407,78286,87121
Guerrero,40 a 44 años,126571,61736,64835
Guerrero,45 a 49 años,106096,51070,55026
Guerrero,50 a 54 años,86328,41907,44421
Guerrero,55 a 59 años,67228,32323,34905
Guerrero,60 a 64 años,63816,30678,33138
Guerrero,65 a 69 años,42877,20447,22430
Guerrero,70 a 74 años,35686,17264,18422
Guerrero,75 a 79 años,20694,10275,10419
Guerrero,80 a 84 años,14734,6795,7939
Guerrero,85 a 89 años,7581,3613,3968
Guerrero,90 a 94 años,3822,1675,2147
Guerrero,95 a 99 años,2028,911,1117
Guerrero,100 años y más,894,360,534
Guerrero,No especificado,12233,5294,6939
Hidalgo,Total,2112473,1042566,1069907
Hidalgo,0 a 4 años,252617,128449,124168
Hidalgo,5 a 9 años,265590,134122,131468
Hidalgo,10 a 14 años,269753,136420,133333
Hidalgo,15 a 19 años,239592,119944,119648
Hidalgo,20 a 24 años,201620,96765,104855
Hidalgo,25 a 29 años,162352,77241,85111
Hidalgo,30 a 34 años,141617,67019,74598
Hidalgo,35 a 39 años,132294,63858,68436
Hidalgo,40 a 44 años,98208,49155,49053
Hidalgo,45 a 49 años,83345,41453,41892
Hidalgo,50 a 54 años,65824,32702,33122
Hidalgo,55 a 59 años,51647,25527,26120
Hidalgo,60 a 64 años,44554,21660,22894
Hidalgo,65 a 69 años,33606,16024,17582
Hidalgo,70 a 74 años,26160,12722,13438
Hidalgo,75 a 79 años,17386,8437,8949
Hidalgo,80 a 84 años,10546,4619,5927
Hidalgo,85 a 89 años,6056,2564,3492
Hidalgo,90 a 94 años,2712,1043,1669
Hidalgo,95 a 99 años,1473,557,916
Hidalgo,100 años y más,514,148,366
Hidalgo,No especificado,5007,2137,2870
Jalisco,Total,5991176,2923921,3067255
Jalisco,0 a 4 años,701617,356974,344643
Jalisco,5 a 9 años,717968,364579,353389
Jalisco,10 a 14 años,715201,362767,352434
Jalisco,15 a 19 años,676896,333050,343846
Jalisco,20 a 24 años,615402,291850,323552
Jalisco,25 a 29 años,482529,225997,256532
Jalisco,30 a 34 años,413098,193534,219564
Jalisco,35 a 39 años,365641,173020,192621
Jalisco,40 a 44 años,291118,139687,151431
Jalisco,45 a 49 años,237708,115217,122491
Jalisco,50 a 54 años,192416,93304,99112
Jalisco,55 a 59 años,143341,68852,74489
Jalisco,60 a 64 años,125183,58712,66471
Jalisco,65 a 69 años,95384,44832,50552
Jalisco,70 a 74 años,79247,37374,41873
Jalisco,75 a 79 años,53066,25061,28005
Jalisco,80 a 84 años,36385,16501,19884
Jalisco,85 a 89 años,19954,8852,11102
Jalisco,90 a 94 años,8299,3529,4770
Jalisco,95 a 99 años,3510,1477,2033
Jalisco,100 años y más,820,288,532
Jalisco,No especificado,16393,8464,7929
México,Total,11707964,5776054,5931910
México,0 a 4 años,1364484,692929,671555
México,5 a 9 años,1382651,701280,681371
México,10 a 14 años,1344420,678340,666080
México,15 a 19 años,1305765,648259,657506
México,20 a 24 años,1295228,629684,665544
México,25 a 29 años,1058142,511944,546198
México,30 a 34 años,913299,439328,473971
México,35 a 39 años,793800,384902,408898
México,40 a 44 años,586683,290564,296119
México,45 a 49 años,457065,225645,231420
México,50 a 54 años,349220,172646,176574
México,55 a 59 años,251155,122363,128792
México,60 a 64 años,204472,96996,107476
México,65 a 69 años,145024,67125,77899
México,70 a 74 años,101342,47057,54285
México,75 a 79 años,59674,27032,32642
México,80 a 84 años,34930,14403,20527
México,85 a 89 años,21492,8568,12924
México,90 a 94 años,8673,3229,5444
México,95 a 99 años,4715,1668,3047
México,100 años y más,1000,259,741
México,No especificado,24730,11833,12897
Michoacán de Ocampo,Total,3870604,1884105,1986499
Michoacán de Ocampo,0 a 4 años,467147,236928,230219
Michoacán de Ocampo,5 a 9 años,499020,252636,246384
Michoacán de Ocampo,10 a 14 años,501490,253564,247926
Michoacán de Ocampo,15 a 19 años,457894,222492,235402
Michoacán de Ocampo,20 a 24 años,370671,171442,199229
Michoacán de Ocampo,25 a 29 años,281231,128989,152242
Michoacán de Ocampo,30 a 34 años,244357,114243,130114
Michoacán de Ocampo,35 a 39 años,221033,104658,116375
Michoacán de Ocampo,40 a 44 años,173986,84892,89094
Michoacán de Ocampo,45 a 49 años,141762,68441,73321
Michoacán de Ocampo,50 a 54 años,118272,56873,61399
Michoacán de Ocampo,55 a 59 años,91798,43955,47843
Michoacán de Ocampo,60 a 64 años,88981,42632,46349
Michoacán de Ocampo,65 a 69 años,65207,30972,34235
Michoacán de Ocampo,70 a 74 años,54355,26750,27605
Michoacán de Ocampo,75 a 79 años,32765,16287,16478
Michoacán de Ocampo,80 a 84 años,23993,11300,12693
Michoacán de Ocampo,85 a 89 años,13194,6283,6911
Michoacán de Ocampo,90 a 94 años,5932,2663,3269
Michoacán de Ocampo,95 a 99 años,2925,1289,1636
Michoacán de Ocampo,100 años y más,931,367,564
Michoacán de Ocampo,No especificado,13660,6449,7211
Morelos,Total,1442662,706081,736581
Morelos,0 a 4 años,167226,85141,82085
Morelos,5 a 9 años,166248,84621,81627
Morelos,10 a 14 años,166885,84508,82377
Morelos,15 a 19 años,161301,79242,82059
Morelos,20 a 24 años,147558,69809,77749
Morelos,25 a 29 años,117551,55332,62219
Morelos,30 a 34 años,103465,48938,54527
Morelos,35 a 39 años,95595,45429,50166
Morelos,40 a 44 años,72003,35431,36572
Morelos,45 a 49 años,58154,28428,29726
Morelos,50 a 54 años,46219,22458,23761
Morelos,55 a 59 años,36749,17581,19168
Morelos,60 a 64 años,33014,15730,17284
Morelos,65 a 69 años,25504,11976,13528
Morelos,70 a 74 años,18175,8942,9233
Morelos,75 a 79 años,10844,5315,5529
Morelos,80 a 84 años,6555,2937,3618
Morelos,85 a 89 años,4469,1979,2490
Morelos,90 a 94 años,1918,851,1067
Morelos,95 a 99 años,1076,477,599
Morelos,100 años y más,251,79,172
Morelos,No especificado,1902,877,1025
Nayarit,Total,896702,448629,448073
Nayarit,0 a 4 años,103803,52853,50950
Nayarit,5 a 9 años,110505,56418,54087
Nayarit,10 a 14 años,110790,56474,54316
Nayarit,15 a 19 años,102913,51622,51291
Nayarit,20 a 24 años,86384,42502,43882
Nayarit,25 a 29 años,66502,32220,34282
Nayarit,30 a 34 años,58527,28236,30291
Nayarit,35 a 39 años,53925,25900,28025
Nayarit,40 a 44 años,43229,21563,21666
Nayarit,45 a 49 años,35862,18025,17837
Nayarit,50 a 54 años,29721,15068,14653
Nayarit,55 a 59 años,24833,12653,12180
Nayarit,60 a 64 años,20521,10438,10083
Nayarit,65 a 69 años,16025,8081,7944
Nayarit,70 a 74 años,12263,6325,5938
Nayarit,75 a 79 años,8483,4274,4209
Nayarit,80 a 84 años,5638,2708,2930
Nayarit,85 a 89 años,3085,1483,1602
Nayarit,90 a 94 años,1252,601,651
Nayarit,95 a 99 años,633,309,324
Nayarit,100 años y más,156,71,85
Nayarit,No especificado,1652,805,847
Nuevo León,Total,3550114,1773793,1776321
Nuevo León,0 a 4 años,372590,190224,182366
Nuevo León,5 a 9 años,360813,183897,176916
Nuevo León,10 a 14 años,360951,183492,177459
Nuevo León,15 a 19 años,390485,195644,194841
Nuevo León,20 a 24 años,412575,207929,204646
Nuevo León,25 a 29 años,336502,166536,169966
Nuevo León,30 a 34 años,283907,140426,143481
Nuevo León,35 a 39 años,243192,120187,123005
Nuevo León,40 a 44 años,183087,90621,92466
Nuevo León,45 a 49 años,151856,75209,76647
Nuevo León,50 a 54 años,122905,60893,62012
Nuevo León,55 a 59 años,96263,47706,48557
Nuevo León,60 a 64 años,77359,37553,39806
Nuevo León,65 a 69 años,57318,27042,30276
Nuevo León,70 a 74 años,41030,19660,21370
Nuevo León,75 a 79 años,25120,11677,13443
Nuevo León,80 a 84 años,16178,7040,9138
Nuevo León,85 a 89 años,9406,4059,5347
Nuevo León,90 a 94 años,3497,1475,2022
Nuevo León,95 a 99 años,1256,538,718
Nuevo León,100 años y más,267,96,171
Nuevo León,No especificado,3557,1889,1668
Oaxaca,Total,3228895,1582410,1646485
Oaxaca,0 a 4 años,402105,203558,198547
Oaxaca,5 a 9 años,436486,220830,215656
Oaxaca,10 a 14 años,434282,220899,213383
Oaxaca,15 a 19 años,358526,178098,180428
Oaxaca,20 a 24 años,281574,133575,147999
Oaxaca,25 a 29 años,223026,104693,118333
Oaxaca,30 a 34 años,198336,94093,104243
Oaxaca,35 a 39 años,183926,86730,97196
Oaxaca,40 a 44 años,143539,69431,74108
Oaxaca,45 a 49 años,123361,58894,64467
Oaxaca,50 a 54 años,103778,49639,54139
Oaxaca,55 a 59 años,83816,39984,43832
Oaxaca,60 a 64 años,78424,37683,40741
Oaxaca,65 a 69 años,55762,26632,29130
Oaxaca,70 a 74 años,43471,21251,22220
Oaxaca,75 a 79 años,28012,13617,14395
Oaxaca,80 a 84 años,18426,8419,10007
Oaxaca,85 a 89 años,9835,4628,5207
Oaxaca,90 a 94 años,4457,1928,2529
Oaxaca,95 a 99 años,2299,976,1323
Oaxaca,100 años y más,731,291,440
Oaxaca,No especificado,14723,6561,8162
Puebla,Total,4624365,2253476,2370889
Puebla,0 a 4 años,574929,290579,284350
Puebla,5 a 9 años,594003,300772,293231
Puebla,10 a 14 años,591644,299025,292619
Puebla,15 a 19 años,526378,259523,266855
Puebla,20 a 24 años,447281,212862,234419
Puebla,25 a 29 años,351785,165411,186374
Puebla,30 a 34 años,299213,140849,158364
Puebla,35 a 39 años,275167,129853,145314
Puebla,40 a 44 años,207950,100039,107911
Puebla,45 a 49 años,175518,83337,92181
Puebla,50 a 54 años,139750,66956,72794
Puebla,55 a 59 años,113605,53333,60272
Puebla,60 a 64 años,100868,47280,53588
Puebla,65 a 69 años,76919,35373,41546
Puebla,70 a 74 años,57670,27227,30443
Puebla,75 a 79 años,38212,18186,20026
Puebla,80 a 84 años,22993,9964,13029
Puebla,85 a 89 años,14447,6285,8162
Puebla,90 a 94 años,6218,2547,3671
Puebla,95 a 99 años,3474,1354,2120
Puebla,100 años y más,1010,311,699
Puebla,No especificado,5331,2410,2921
Querétaro,Total,1250476,615484,634992
Querétaro,0 a 4 años,159062,80413,78649
Querétaro,5 a 9 años,159715,80724,78991
Querétaro,10 a 14 años,155971,78843,77128
Querétaro,15 a 19 años,145338,71349,73989
Querétaro,20 a 24 años,130819,62591,68228
Querétaro,25 a 29 años,103287,49042,54245
Querétaro,30 a 34 años,89066,42868,46198
Querétaro,35 a 39 años,77155,37633,39522
Querétaro,40 a 44 años,56445,28124,28321
Querétaro,45 a 49 años,43552,21587,21965
Querétaro,50 a 54 años,33922,16851,17071
Querétaro,55 a 59 años,25227,12280,12947
Querétaro,60 a 64 años,21951,10393,11558
Querétaro,65 a 69 años,15847,7473,8374
Querétaro,70 a 74 años,12377,5987,6390
Querétaro,75 a 79 años,7532,3497,4035
Querétaro,80 a 84 años,5166,2238,2928
Querétaro,85 a 89 años,3162,1399,1763
Querétaro,90 a 94 años,1288,562,726
Querétaro,95 a 99 años,639,255,384
Querétaro,100 años y más,140,46,94
Querétaro,No especificado,2815,1329,1486
Quintana Roo,Total,703536,361459,342077
Quintana Roo,0 a 4 años,96834,49230,47604
Quintana Roo,5 a 9 años,87369,44445,42924
Quintana Roo,10 a 14 años,77546,39550,37996
Quintana Roo,15 a 19 años,75509,38095,37414
Quintana Roo,20 a 24 años,81267,41218,40049
Quintana Roo,25 a 29 años,72421,37052,35369
Quintana Roo,30 a 34 años,58722,30204,28518
Quintana Roo,35 a 39 años,45621,23653,21968
Quintana Roo,40 a 44 años,31617,16799,14818
Quintana Roo,45 a 49 años,23400,12479,10921
Quintana Roo,50 a 54 años,16174,8719,7455
Quintana Roo,55 a 59 años,11398,6034,5364
Quintana Roo,60 a 64 años,8972,4747,4225
Quintana Roo,65 a 69 años,5655,3053,2602
Quintana Roo,70 a 74 años,4227,2391,1836
Quintana Roo,75 a 79 años,2473,1403,1070
Quintana Roo,80 a 84 años,1392,791,601
Quintana Roo,85 a 89 años,710,408,302
Quintana Roo,90 a 94 años,303,158,145
Quintana Roo,95 a 99 años,142,70,72
Quintana Roo,100 años y más,63,37,26
Quintana Roo,No especificado,1721,923,798
San Luis Potosí,Total,2200763,1087500,1113263
San Luis Potosí,0 a 4 años,279967,141909,138058
San Luis Potosí,5 a 9 años,278902,141801,137101
San Luis Potosí,10 a 14 años,277578,140700,136878
San Luis Potosí,15 a 19 años,246271,122685,123586
San Luis Potosí,20 a 24 años,206873,99110,107763
San Luis Potosí,25 a 29 años,164964,77995,86969
San Luis Potosí,30 a 34 años,143446,68229,75217
San Luis Potosí,35 a 39 años,127109,61324,65785
San Luis Potosí,40 a 44 años,98704,48276,50428
San Luis Potosí,45 a 49 años,83724,41175,42549
San Luis Potosí,50 a 54 años,69022,33914,35108
San Luis Potosí,55 a 59 años,57161,28230,28931
San Luis Potosí,60 a 64 años,51004,25035,25969
San Luis Potosí,65 a 69 años,38714,19067,19647
San Luis Potosí,70 a 74 años,29252,14890,14362
San Luis Potosí,75 a 79 años,16847,8488,8359
San Luis Potosí,80 a 84 años,12110,5735,6375
San Luis Potosí,85 a 89 años,7959,3768,4191
San Luis Potosí,90 a 94 años,3550,1639,1911
San Luis Potosí,95 a 99 años,1557,689,868
San Luis Potosí,100 años y más,403,131,272
San Luis Potosí,No especificado,5646,2710,2936
Sinaloa,Total,2425675,1216415,1209260
Sinaloa,0 a 4 años,281823,143911,137912
Sinaloa,5 a 9 años,283285,143939,139346
Sinaloa,10 a 14 años,282968,143623,139345
Sinaloa,15 a 19 años,283114,142881,140233
Sinaloa,20 a 24 años,254765,127511,127254
Sinaloa,25 a 29 años,195551,95466,100085
Sinaloa,30 a 34 años,169208,81771,87437
Sinaloa,35 a 39 años,153271,74295,78976
Sinaloa,40 a 44 años,120409,60004,60405
Sinaloa,45 a 49 años,97272,48985,48287
Sinaloa,50 a 54 años,79839,41054,38785
Sinaloa,55 a 59 años,62917,32389,30528
Sinaloa,60 a 64 años,50727,25879,24848
Sinaloa,65 a 69 años,37861,19148,18713
Sinaloa,70 a 74 años,28195,14339,13856
Sinaloa,75 a 79 años,18345,9100,9245
Sinaloa,80 a 84 años,11668,5445,6223
